instructions,categoryA,categoryB,leftAttribute,rightAttribute,orStimulus,instructionIMG,trial_type,stimulusText,stimulusImage,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructionsIMG.started,leftCategoryLabel_2.started,rightCategoryLabel_2.started,leftAttributeLabel_2.started,rightAttributeLabel_2.started,orLeft_2.started,orRight_2.started,instructionsKey.started,leftCategoryLabel.started,rightCategoryLabel.started,leftAttributeLabel.started,rightAttributeLabel.started,orLeft.started,orRight.started,stimulusImageBox.started,stimulusTextBox.started,requiredResponse.started,feedbackResponse.started,feedback.started,requiredResponse.keys,requiredResponse.corr,requiredResponse.rt,feedbackResponse.keys,feedbackResponse.corr,feedbackResponse.rt,endBox.started,endBox.stopped,gender,age,participant,date,expName,psychopyVersion,frameRate,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,1,text_trial_type_1,img_trial_type_1,0,0,0,0,0,0,0,0,24.57271229987964,24.57271229987964,24.57271229987964,24.57271229987964,24.57271229987964,24.57271229987964,24.57271229987964,26.56847790000029,54.26752069988288,54.26752069988288,54.26752069988288,54.26752069988288,54.26752069988288,54.26752069988288,54.552324099931866,54.552324099931866,54.552324099931866,54.552324099931866,54.552324099931866,i,1,2.7677636998705566,None,0,,,,Female,30,005,2022-10-03_10h12.21.115,IAT,2022.2.2,59.99512838641763,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,1,text_trial_type_1,img_trial_type_1,0,0,0,0,0,1,1,0,,,,,,,,,57.352138800080866,57.352138800080866,57.352138800080866,57.352138800080866,57.352138800080866,57.352138800080866,57.652225400088355,57.652225400088355,57.652225400088355,57.652225400088355,57.652225400088355,i,1,1.6709340000525117,None,0,,,,Female,30,005,2022-10-03_10h12.21.115,IAT,2022.2.2,59.99512838641763,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,1,text_trial_type_1,img_trial_type_1,0,0,0,0,1,0,2,0,,,,,,,,,59.35205710004084,59.35205710004084,59.35205710004084,59.35205710004084,59.35205710004084,59.35205710004084,59.65232630004175,59.65232630004175,59.65232630004175,59.65232630004175,59.65232630004175,i,1,1.325411600060761,None,0,,,,Female,30,005,2022-10-03_10h12.21.115,IAT,2022.2.2,59.99512838641763,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,2,text_trial_type_2,img_trial_type_2,0,0,0,0,1,1,3,1,,,,,,,,,61.00231179990806,61.00231179990806,61.00231179990806,61.00231179990806,61.00231179990806,61.00231179990806,61.30251649999991,61.30251649999991,61.30251649999991,61.30251649999991,61.30251649999991,e,1,0.9427317001391202,None,0,,,,Female,30,005,2022-10-03_10h12.21.115,IAT,2022.2.2,59.99512838641763,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,2,text_trial_type_2,img_trial_type_2,0,0,0,0,2,0,4,1,,,,,,,,,62.268926199991256,62.268926199991256,62.268926199991256,62.268926199991256,62.268926199991256,62.268926199991256,62.56919539999217,62.56919539999217,62.56919539999217,62.56919539999217,62.56919539999217,e,1,1.3257142000366002,None,0,,,,Female,30,005,2022-10-03_10h12.21.115,IAT,2022.2.2,59.99512838641763,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,2,text_trial_type_2,img_trial_type_2,0,0,0,0,2,1,5,1,,,,,,,,,63.91878469986841,63.91878469986841,63.91878469986841,63.91878469986841,63.91878469986841,63.91878469986841,64.21904159989208,64.21904159989208,64.21904159989208,64.21904159989208,64.21904159989208,e,1,0.9456266998313367,None,0,,,,Female,30,005,2022-10-03_10h12.21.115,IAT,2022.2.2,59.99512838641763,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,2,text_trial_type_2,img_trial_type_2,0,0,0,0,3,0,6,1,,,,,,,,,65.18536280002445,65.18536280002445,65.18536280002445,65.18536280002445,65.18536280002445,65.18536280002445,65.4858693999704,65.4858693999704,65.4858693999704,65.4858693999704,65.4858693999704,e,1,0.637311700033024,None,0,,,,Female,30,005,2022-10-03_10h12.21.115,IAT,2022.2.2,59.99512838641763,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,1,text_trial_type_1,img_trial_type_1,0,0,0,0,3,1,7,0,,,,,,,,,66.15223059989512,66.15223059989512,66.15223059989512,66.15223059989512,66.15223059989512,66.15223059989512,66.45235889987089,66.45235889987089,66.45235889987089,66.45235889987089,66.45235889987089,i,1,0.9913690998218954,None,0,,,,Female,30,005,2022-10-03_10h12.21.115,IAT,2022.2.2,59.99512838641763,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,1,text_trial_type_1,img_trial_type_1,0,0,0,0,4,0,8,0,,,,,,,,,67.46897809999064,67.46897809999064,67.46897809999064,67.46897809999064,67.46897809999064,67.46897809999064,67.76934799994342,67.76934799994342,67.76934799994342,67.76934799994342,67.76934799994342,i,1,0.8844423000700772,None,0,,,,Female,30,005,2022-10-03_10h12.21.115,IAT,2022.2.2,59.99512838641763,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,1,text_trial_type_1,img_trial_type_1,0,0,0,0,4,1,9,0,,,,,,,,,68.68572409986518,68.68572409986518,68.68572409986518,68.68572409986518,68.68572409986518,68.68572409986518,68.98593740002252,68.98593740002252,68.98593740002252,68.98593740002252,68.98593740002252,i,1,1.1984440998639911,None,0,,,,Female,30,005,2022-10-03_10h12.21.115,IAT,2022.2.2,59.99512838641763,
