instructions,categoryA,categoryB,leftAttribute,rightAttribute,orStimulus,instructionIMG,trial_type,stimulusText,stimulusImage,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructionsIMG.started,leftCategoryLabel_2.started,rightCategoryLabel_2.started,leftAttributeLabel_2.started,rightAttributeLabel_2.started,orLeft_2.started,orRight_2.started,instructionsKey.started,leftCategoryLabel.started,rightCategoryLabel.started,leftAttributeLabel.started,rightAttributeLabel.started,orLeft.started,orRight.started,stimulusImageBox.started,stimulusTextBox.started,requiredResponse.started,feedbackResponse.started,feedback.started,requiredResponse.keys,requiredResponse.corr,requiredResponse.rt,feedbackResponse.keys,feedbackResponse.corr,feedbackResponse.rt,endBox.started,endBox.stopped,gender,age,participant,date,expName,psychopyVersion,frameRate,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,2,text_trial_type_2,img_trial_type_2,0,0,0,0,0,0,0,1,26.229716500034556,26.229716500034556,26.229716500034556,26.229716500034556,26.229716500034556,26.229716500034556,26.229716500034556,28.196944100083783,55.17967740003951,55.17967740003951,55.17967740003951,55.17967740003951,55.17967740003951,55.17967740003951,55.447546399896964,55.447546399896964,55.447546399896964,55.447546399896964,55.447546399896964,i,1,2.0934319999068975,None,0,,,,Female,30,010,2022-10-28_10h22.26.515,IAT,2022.2.2,60.119457333486245,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,2,text_trial_type_2,img_trial_type_2,0,0,0,0,0,1,1,1,,,,,,,,,57.563137700082734,57.563137700082734,57.563137700082734,57.563137700082734,57.563137700082734,57.563137700082734,57.86449810001068,57.86449810001068,57.86449810001068,57.86449810001068,57.86449810001068,i,1,1.358351499773562,None,0,,,,Female,30,010,2022-10-28_10h22.26.515,IAT,2022.2.2,60.119457333486245,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,2,text_trial_type_2,img_trial_type_2,0,0,0,0,1,0,2,1,,,,,,,,,59.24716580007225,59.24716580007225,59.24716580007225,59.24716580007225,59.24716580007225,59.24716580007225,59.54774760012515,59.54774760012515,59.54774760012515,59.54774760012515,59.54774760012515,i,1,1.1010380999650806,None,0,,,,Female,30,010,2022-10-28_10h22.26.515,IAT,2022.2.2,60.119457333486245,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,1,text_trial_type_1,img_trial_type_1,0,0,0,0,1,1,3,0,,,,,,,,,60.68386600003578,60.68386600003578,60.68386600003578,60.68386600003578,60.68386600003578,60.68386600003578,60.98116809991188,60.98116809991188,60.98116809991188,60.98116809991188,60.98116809991188,e,1,1.1941803998779505,None,0,,,,Female,30,010,2022-10-28_10h22.26.515,IAT,2022.2.2,60.119457333486245,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,1,text_trial_type_1,img_trial_type_1,0,0,0,0,2,0,4,0,,,,,,,,,62.19744160003029,62.19744160003029,62.19744160003029,62.19744160003029,62.19744160003029,62.19744160003029,62.49713520007208,62.49713520007208,62.49713520007208,62.49713520007208,62.49713520007208,e,1,0.7851366999093443,None,0,,,,Female,30,010,2022-10-28_10h22.26.515,IAT,2022.2.2,60.119457333486245,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,2,text_trial_type_2,img_trial_type_2,0,0,0,0,2,1,5,1,,,,,,,,,63.31313170003705,63.31313170003705,63.31313170003705,63.31313170003705,63.31313170003705,63.31313170003705,63.61492000008002,63.61492000008002,63.61492000008002,63.61492000008002,63.61492000008002,i,1,0.9718706998974085,None,0,,,,Female,30,010,2022-10-28_10h22.26.515,IAT,2022.2.2,60.119457333486245,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,2,text_trial_type_2,img_trial_type_2,0,0,0,0,3,0,6,1,,,,,,,,,64.61297259991989,64.61297259991989,64.61297259991989,64.61297259991989,64.61297259991989,64.61297259991989,64.91504870005883,64.91504870005883,64.91504870005883,64.91504870005883,64.91504870005883,i,1,0.7921627000905573,None,0,,,,Female,30,010,2022-10-28_10h22.26.515,IAT,2022.2.2,60.119457333486245,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,2,text_trial_type_2,img_trial_type_2,0,0,0,0,3,1,7,1,,,,,,,,,65.73246260010637,65.73246260010637,65.73246260010637,65.73246260010637,65.73246260010637,65.73246260010637,66.03148930007592,66.03148930007592,66.03148930007592,66.03148930007592,66.03148930007592,i,1,1.5767450998537242,None,0,,,,Female,30,010,2022-10-28_10h22.26.515,IAT,2022.2.2,60.119457333486245,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,1,text_trial_type_1,img_trial_type_1,0,0,0,0,4,0,8,0,,,,,,,,,67.6303153000772,67.6303153000772,67.6303153000772,67.6303153000772,67.6303153000772,67.6303153000772,67.93154869996943,67.93154869996943,67.93154869996943,67.93154869996943,67.93154869996943,e,1,0.6541470000520349,None,0,,,,Female,30,010,2022-10-28_10h22.26.515,IAT,2022.2.2,60.119457333486245,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,1,text_trial_type_1,img_trial_type_1,0,0,0,0,4,1,9,0,,,,,,,,,68.61367049999535,68.61367049999535,68.61367049999535,68.61367049999535,68.61367049999535,68.61367049999535,68.91472849994898,68.91472849994898,68.91472849994898,68.91472849994898,68.91472849994898,e,1,0.9622263999190181,None,0,,,,Female,30,010,2022-10-28_10h22.26.515,IAT,2022.2.2,60.119457333486245,
