instructions,categoryA,categoryB,leftAttribute,rightAttribute,orStimulus,instructionIMG,trial_type,stimulusText,stimulusImage,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructionsIMG.started,leftCategoryLabel_2.started,rightCategoryLabel_2.started,leftAttributeLabel_2.started,rightAttributeLabel_2.started,orLeft_2.started,orRight_2.started,instructionsKey.started,leftCategoryLabel.started,rightCategoryLabel.started,leftAttributeLabel.started,rightAttributeLabel.started,orLeft.started,orRight.started,stimulusImageBox.started,stimulusTextBox.started,requiredResponse.started,feedbackResponse.started,feedback.started,requiredResponse.keys,requiredResponse.corr,requiredResponse.rt,feedbackResponse.keys,feedbackResponse.corr,feedbackResponse.rt,endBox.started,endBox.stopped,gender,age,participant,date,expName,psychopyVersion,frameRate,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,1,text_trial_type_1,img_trial_type_1,0,0,0,0,0,0,0,0,30.94786810001824,30.94786810001824,30.94786810001824,30.94786810001824,30.94786810001824,30.94786810001824,30.94786810001824,32.91029670002172,61.86072789999889,61.86072789999889,61.86072789999889,61.86072789999889,61.86072789999889,61.86072789999889,62.12753480003448,62.12753480003448,62.12753480003448,62.12753480003448,62.12753480003448,i,1,0.8334491000277922,None,0,,,,nonbinary,27,001,2022-09-14_15h22.33.914,IAT,2022.2.2,59.95534526083282,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,1,text_trial_type_1,img_trial_type_1,0,0,0,0,0,1,1,0,,,,,,,,,62.9774132000166,62.9774132000166,62.9774132000166,62.9774132000166,62.9774132000166,62.9774132000166,63.27739580004709,63.27739580004709,63.27739580004709,63.27739580004709,63.27739580004709,i,1,0.7190230999840423,None,0,,,,nonbinary,27,001,2022-09-14_15h22.33.914,IAT,2022.2.2,59.95534526083282,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,2,text_trial_type_2,img_trial_type_2,0,0,0,0,1,0,2,1,,,,,,,,,64.02722839999478,64.02722839999478,64.02722839999478,64.02722839999478,64.02722839999478,64.02722839999478,64.32755109999562,64.32755109999562,64.32755109999562,64.32755109999562,64.32755109999562,e,1,0.5247767999535426,None,0,,,,nonbinary,27,001,2022-09-14_15h22.33.914,IAT,2022.2.2,59.95534526083282,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,1,text_trial_type_1,img_trial_type_1,0,0,0,0,1,1,3,0,,,,,,,,,64.87735870003235,64.87735870003235,64.87735870003235,64.87735870003235,64.87735870003235,64.87735870003235,65.17753790004645,65.17753790004645,65.17753790004645,65.17753790004645,65.17753790004645,i,1,0.5767641999991611,None,0,,,,nonbinary,27,001,2022-09-14_15h22.33.914,IAT,2022.2.2,59.95534526083282,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,2,text_trial_type_2,img_trial_type_2,0,0,0,0,2,0,4,1,,,,,,,,,65.7773422000464,65.7773422000464,65.7773422000464,65.7773422000464,65.7773422000464,65.7773422000464,66.07761650002794,66.07761650002794,66.07761650002794,66.07761650002794,66.07761650002794,e,1,0.5169425999629311,None,0,,,,nonbinary,27,001,2022-09-14_15h22.33.914,IAT,2022.2.2,59.95534526083282,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,2,text_trial_type_2,img_trial_type_2,0,0,0,0,2,1,5,1,,,,,,,,,66.61070610000752,66.61070610000752,66.61070610000752,66.61070610000752,66.61070610000752,66.61070610000752,66.91104820003966,66.91104820003966,66.91104820003966,66.91104820003966,66.91104820003966,e,1,0.5660832999856211,None,0,,,,nonbinary,27,001,2022-09-14_15h22.33.914,IAT,2022.2.2,59.95534526083282,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,1,text_trial_type_1,img_trial_type_1,0,0,0,0,3,0,6,0,,,,,,,,,67.49392740003532,67.49392740003532,67.49392740003532,67.49392740003532,67.49392740003532,67.49392740003532,67.79420970001956,67.79420970001956,67.79420970001956,67.79420970001956,67.79420970001956,i,1,0.5496953999972902,None,0,,,,nonbinary,27,001,2022-09-14_15h22.33.914,IAT,2022.2.2,59.95534526083282,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,2,text_trial_type_2,img_trial_type_2,0,0,0,0,3,1,7,1,,,,,,,,,68.36068320000777,68.36068320000777,68.36068320000777,68.36068320000777,68.36068320000777,68.36068320000777,68.66091520001646,68.66091520001646,68.66091520001646,68.66091520001646,68.66091520001646,e,1,0.508209599996917,None,0,,,,nonbinary,27,001,2022-09-14_15h22.33.914,IAT,2022.2.2,59.95534526083282,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,1,text_trial_type_1,img_trial_type_1,0,0,0,0,4,0,8,0,,,,,,,,,69.19413409999106,69.19413409999106,69.19413409999106,69.19413409999106,69.19413409999106,69.19413409999106,69.49432220001472,69.49432220001472,69.49432220001472,69.49432220001472,69.49432220001472,i,1,0.6126424000249244,None,0,,,,nonbinary,27,001,2022-09-14_15h22.33.914,IAT,2022.2.2,59.95534526083282,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,2,text_trial_type_2,img_trial_type_2,0,0,0,0,4,1,9,1,,,,,,,,,70.1276540000108,70.1276540000108,70.1276540000108,70.1276540000108,70.1276540000108,70.1276540000108,70.42767220002133,70.42767220002133,70.42767220002133,70.42767220002133,70.42767220002133,e,1,0.5350788999930955,None,0,,,,nonbinary,27,001,2022-09-14_15h22.33.914,IAT,2022.2.2,59.95534526083282,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,1,text_trial_type_1,img_trial_type_1,0,0,0,0,5,0,10,0,,,,,,,,,70.99412149999989,70.99412149999989,70.99412149999989,70.99412149999989,70.99412149999989,70.99412149999989,71.29437140002847,71.29437140002847,71.29437140002847,71.29437140002847,71.29437140002847,i,1,0.5491576999775134,None,0,,,,nonbinary,27,001,2022-09-14_15h22.33.914,IAT,2022.2.2,59.95534526083282,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,1,text_trial_type_1,img_trial_type_1,0,0,0,0,5,1,11,0,,,,,,,,,71.86091059999308,71.86091059999308,71.86091059999308,71.86091059999308,71.86091059999308,71.86091059999308,72.16128220001701,72.16128220001701,72.16128220001701,72.16128220001701,72.16128220001701,i,1,0.578143100021407,None,0,,,,nonbinary,27,001,2022-09-14_15h22.33.914,IAT,2022.2.2,59.95534526083282,
"Part 1 of 7

Put a left finger on the 'E' key for items that belong to the category on the left.
Put a right finger on the 'I' key for items that belong to the category on the right.
Items will appear one at a time.

If you make a mistake, a red X will appear. Press the other key to continue.
GO AS FAST AS YOU CAN while being accurate.

Press 'E' or 'I' when you are ready to start.",Black People,White People, , , ,instr_1.jpg,2,text_trial_type_2,img_trial_type_2,0,0,0,0,6,0,12,1,,,,,,,,,72.76080899999943,72.76080899999943,72.76080899999943,72.76080899999943,72.76080899999943,72.76080899999943,73.06110799999442,73.06110799999442,73.06110799999442,73.06110799999442,73.06110799999442,e,1,0.5217355999629945,None,0,,,,nonbinary,27,001,2022-09-14_15h22.33.914,IAT,2022.2.2,59.95534526083282,
